participant_id,timestamp,predicted_label
2,0,Walking
2,1,Walking
2,2,Walking
2,3,Walking
2,4,Walking
2,5,Walking
2,6,Walking
2,7,Walking
2,8,Walking
2,9,Walking
2,10,Walking
2,11,Walking
2,12,Walking
2,13,Walking
2,14,Walking
2,15,Walking
2,16,Walking
2,17,Walking
2,18,Walking
2,19,Walking
2,20,Walking
2,21,Walking
2,22,Walking
2,23,Walking
2,24,Walking
2,25,Walking
2,26,Walking
2,27,Walking
2,28,Walking
2,29,Walking
2,30,Walking
2,31,Walking
2,32,Walking
2,33,Walking
2,34,Walking
2,35,Walking
2,36,Walking
2,37,Walking
2,38,Walking
2,39,Walking
2,40,Walking
2,41,Walking
2,42,Walking
2,43,Walking
2,44,Walking
2,45,Walking
2,46,Walking
2,47,Walking
2,48,Walking
2,49,Walking
2,50,Walking
2,51,Walking
2,52,Walking
2,53,Walking
2,54,Walking
2,55,Walking
2,56,Walking
2,57,Walking
2,58,Walking
2,59,Walking
2,60,Walking
2,61,Walking
2,62,Walking
2,63,Walking
2,64,Walking
2,65,Walking
2,66,Walking
2,67,Walking
2,68,Walking
2,69,Walking
2,70,Walking
2,71,Walking
2,72,Walking
2,73,Walking
2,74,Walking
2,75,Walking
2,76,Walking
2,77,Walking
2,78,Walking
2,79,Walking
2,80,Walking
2,81,Walking
2,82,Walking
2,83,Walking
2,84,Walking
2,85,Walking
2,86,Walking
2,87,Walking
2,88,Walking
2,89,Walking
2,90,Walking
2,91,Walking
2,92,Walking
2,93,Walking
2,94,Walking
2,95,Walking
2,96,Walking
2,97,Walking
2,98,Walking
2,99,Walking
2,100,Walking
2,101,Walking
2,102,Walking
2,103,Walking
2,104,Walking
2,105,Walking
2,106,Walking
2,107,Walking
2,108,Walking
2,109,Walking
2,110,Walking
2,111,Walking
2,112,Walking
2,113,Walking
2,114,Walking
2,115,Walking
2,116,Walking
2,117,Walking
2,118,Walking
2,119,Walking
2,120,Walking
2,121,Walking
2,122,Walking
2,123,Walking
2,124,Walking
2,125,Walking
2,126,Walking
2,127,Walking
2,128,Walking
2,129,Walking
2,130,Walking
2,131,Walking
2,132,Walking
2,133,Walking
2,134,Walking
2,135,Walking
2,136,Walking
2,137,Walking
2,138,Walking
2,139,Walking
2,140,Walking
2,141,Walking
2,142,Walking
2,143,Walking
2,144,Walking
2,145,Walking
2,146,Walking
2,147,Walking
2,148,Walking
2,149,Walking
2,150,Walking
2,151,Walking
2,152,Walking
2,153,Walking
2,154,Walking
2,155,Walking
2,156,Walking
2,157,Walking
2,158,Walking
2,159,Walking
2,160,Walking
2,161,Walking
2,162,Walking
2,163,Walking
2,164,Walking
2,165,Walking
2,166,Walking
2,167,Walking
2,168,Walking
2,169,Walking
2,170,Walking
2,171,Walking
2,172,Walking
2,173,Walking
2,174,Walking
2,175,Walking
2,176,Walking
2,177,Walking
2,178,Walking
2,179,Walking
2,180,Walking
2,181,Walking
2,182,Walking
2,183,Walking
2,184,Walking
2,185,Walking
2,186,Walking
2,187,Walking
2,188,Walking
2,189,Walking
2,190,Walking
2,191,Walking
2,192,Walking
2,193,Walking
2,194,Walking
2,195,Walking
2,196,Walking
2,197,Walking
2,198,Walking
2,199,Walking
2,200,Walking
2,201,Walking
2,202,Walking
2,203,Walking
2,204,Walking
2,205,Walking
2,206,Walking
2,207,Walking
2,208,Walking
2,209,Walking
2,210,Walking
2,211,Walking
2,212,Walking
2,213,Walking
2,214,Walking
2,215,Walking
2,216,Walking
2,217,Walking
2,218,Walking
2,219,Walking
2,220,Walking
2,221,Walking
2,222,Walking
2,223,Walking
2,224,Walking
2,225,Walking
2,226,Walking
2,227,Walking
2,228,Walking
2,229,Walking
2,230,Walking
2,231,Walking
2,232,Walking
2,233,Walking
2,234,Walking
2,235,Walking
2,236,Walking
2,237,Walking
2,238,Walking
2,239,Walking
2,240,Walking
2,241,Walking
2,242,Walking
2,243,Walking
2,244,Walking
2,245,Walking
2,246,Walking
2,247,Walking
2,248,Walking
2,249,Walking
2,250,Walking
2,251,Walking
2,252,Walking
2,253,Walking
2,254,Walking
2,255,Walking
2,256,Walking
2,257,Walking
2,258,Walking
2,259,Walking
2,260,Walking
2,261,Walking
2,262,Walking
2,263,Walking
2,264,Walking
2,265,Walking
2,266,Walking
2,267,Walking
2,268,Walking
2,269,Walking
2,270,Walking
2,271,Walking
2,272,Walking
2,273,Walking
2,274,Walking
2,275,Walking
2,276,Walking
2,277,Walking
2,278,Walking
2,279,Walking
2,280,Walking
2,281,Walking
2,282,Walking
2,283,Walking
2,284,Walking
2,285,Walking
2,286,Walking
2,287,Walking
2,288,Walking
2,289,Walking
2,290,Walking
2,291,Walking
2,292,Walking
2,293,Walking
2,294,Walking
2,295,Walking
2,296,Walking
2,297,Walking
2,298,Walking
2,299,Walking
2,300,Walking
2,301,Walking
2,302,Walking
2,303,Walking
2,304,Walking
2,305,Walking
2,306,Walking
2,307,Walking
2,308,Walking
2,309,Walking
2,310,Walking
2,311,Walking
2,312,Walking
2,313,Walking
2,314,Walking
2,315,Walking
2,316,Walking
2,317,Walking
2,318,Walking
2,319,Walking
2,320,Walking
2,321,Walking
2,322,Walking
2,323,Walking
2,324,Walking
2,325,Walking
2,326,Walking
2,327,Walking
2,328,Walking
2,329,Walking
2,330,Walking
2,331,Walking
2,332,Walking
2,333,Walking
2,334,Walking
2,335,Walking
2,336,Walking
2,337,Walking
2,338,Walking
2,339,Walking
2,340,Walking
2,341,Walking
2,342,Walking
2,343,Walking
2,344,Walking
2,345,Walking
2,346,Walking
2,347,Walking
2,348,Walking
2,349,Walking
2,350,Walking
2,351,Walking
2,352,Walking
2,353,Walking
2,354,Walking
2,355,Walking
