participant_id,timestamp,predicted_label
5,0,Walking
5,1,Walking
5,2,Walking
5,3,Walking
5,4,Walking
5,5,Walking
5,6,Walking
5,7,Walking
5,8,Walking
5,9,Walking
5,10,Walking
5,11,Walking
5,12,Walking
5,13,Walking
5,14,Walking
5,15,Walking
5,16,Walking
5,17,Walking
5,18,Walking
5,19,Walking
5,20,Walking
5,21,Walking
5,22,Walking
5,23,Walking
5,24,Walking
5,25,Walking
5,26,Walking
5,27,Walking
5,28,Walking
5,29,Walking
5,30,Walking
5,31,Walking
5,32,Walking
5,33,Walking
5,34,Walking
5,35,Walking
5,36,Walking
5,37,Walking
5,38,Walking
5,39,Walking
5,40,Walking
5,41,Walking
5,42,Walking
5,43,Walking
5,44,Walking
5,45,Walking
5,46,Walking
5,47,Walking
5,48,Walking
5,49,Walking
5,50,Walking
5,51,Walking
5,52,Walking
5,53,Walking
5,54,Walking
5,55,Walking
5,56,Walking
5,57,Walking
5,58,Walking
5,59,Walking
5,60,Walking
5,61,Walking
5,62,Walking
5,63,Walking
5,64,Walking
5,65,Walking
5,66,Walking
5,67,Walking
5,68,Walking
5,69,Walking
5,70,Walking
5,71,Walking
5,72,Walking
5,73,Walking
5,74,Walking
5,75,Walking
5,76,Walking
5,77,Walking
5,78,Walking
5,79,Walking
5,80,Walking
5,81,Walking
5,82,Walking
5,83,Walking
5,84,Walking
5,85,Walking
5,86,Walking
5,87,Walking
5,88,Walking
5,89,Walking
5,90,Walking
5,91,Walking
5,92,Walking
5,93,Walking
5,94,Walking
5,95,Walking
5,96,Walking
5,97,Walking
5,98,Walking
5,99,Walking
5,100,Walking
5,101,Walking
5,102,Walking
5,103,Walking
5,104,Walking
5,105,Walking
5,106,Walking
5,107,Walking
5,108,Walking
5,109,Walking
5,110,Walking
5,111,Walking
5,112,Walking
5,113,Walking
5,114,Walking
5,115,Walking
5,116,Walking
5,117,Walking
5,118,Walking
5,119,Walking
5,120,Walking
5,121,Walking
5,122,Walking
5,123,Walking
5,124,Walking
5,125,Walking
5,126,Walking
5,127,Walking
5,128,Walking
5,129,Walking
5,130,Walking
5,131,Walking
5,132,Walking
5,133,Walking
5,134,Walking
5,135,Walking
5,136,Walking
5,137,Walking
5,138,Walking
5,139,Walking
5,140,Walking
5,141,Walking
5,142,Walking
5,143,Walking
5,144,Walking
5,145,Walking
5,146,Walking
5,147,Walking
5,148,Walking
5,149,Walking
5,150,Walking
5,151,Walking
5,152,Walking
5,153,Walking
5,154,Walking
5,155,Walking
5,156,Walking
5,157,Walking
5,158,Walking
5,159,Walking
5,160,Walking
5,161,Walking
5,162,Walking
5,163,Walking
5,164,Walking
5,165,Walking
5,166,Walking
5,167,Walking
5,168,Walking
5,169,Walking
5,170,Walking
5,171,Walking
5,172,Walking
5,173,Walking
5,174,Walking
5,175,Walking
5,176,Walking
5,177,Walking
5,178,Walking
5,179,Walking
5,180,Walking
5,181,Walking
5,182,Walking
5,183,Walking
5,184,Walking
5,185,Walking
5,186,Walking
5,187,Walking
5,188,Walking
5,189,Walking
5,190,Walking
5,191,Walking
5,192,Walking
5,193,Walking
5,194,Walking
5,195,Walking
5,196,Walking
5,197,Walking
5,198,Walking
5,199,Walking
5,200,Walking
5,201,Walking
5,202,Walking
5,203,Walking
5,204,Walking
5,205,Walking
5,206,Walking
5,207,Walking
5,208,Walking
5,209,Walking
5,210,Walking
5,211,Walking
5,212,Walking
5,213,Walking
5,214,Walking
5,215,Walking
5,216,Walking
5,217,Walking
5,218,Walking
5,219,Walking
5,220,Walking
5,221,Walking
5,222,Walking
5,223,Walking
5,224,Walking
5,225,Walking
5,226,Walking
5,227,Walking
5,228,Walking
5,229,Walking
5,230,Walking
5,231,Walking
5,232,Walking
5,233,Walking
5,234,Walking
5,235,Walking
5,236,Walking
5,237,Walking
5,238,Walking
5,239,Walking
5,240,Walking
5,241,Walking
5,242,Walking
5,243,Walking
5,244,Walking
5,245,Walking
5,246,Walking
5,247,Walking
5,248,Walking
5,249,Walking
5,250,Walking
5,251,Walking
5,252,Walking
5,253,Walking
5,254,Walking
5,255,Walking
5,256,Walking
5,257,Walking
5,258,Walking
5,259,Walking
5,260,Walking
5,261,Walking
5,262,Walking
5,263,Walking
5,264,Walking
5,265,Walking
5,266,Walking
5,267,Walking
5,268,Walking
5,269,Walking
5,270,Walking
5,271,Walking
5,272,Walking
5,273,Walking
5,274,Walking
5,275,Walking
5,276,Walking
5,277,Walking
5,278,Walking
5,279,Walking
5,280,Walking
5,281,Walking
5,282,Walking
5,283,Walking
5,284,Walking
5,285,Walking
5,286,Walking
5,287,Walking
5,288,Walking
5,289,Walking
5,290,Walking
5,291,Walking
5,292,Walking
5,293,Walking
5,294,Walking
5,295,Walking
5,296,Walking
5,297,Walking
5,298,Walking
5,299,Walking
5,300,Walking
5,301,Walking
5,302,Walking
5,303,Walking
5,304,Walking
5,305,Walking
5,306,Walking
5,307,Walking
5,308,Walking
5,309,Walking
5,310,Walking
5,311,Walking
5,312,Walking
5,313,Walking
5,314,Walking
5,315,Walking
5,316,Walking
5,317,Walking
5,318,Walking
5,319,Walking
5,320,Walking
5,321,Walking
5,322,Walking
5,323,Walking
5,324,Walking
5,325,Walking
5,326,Walking
5,327,Walking
5,328,Walking
5,329,Walking
5,330,Walking
5,331,Walking
5,332,Walking
5,333,Walking
5,334,Walking
5,335,Walking
5,336,Walking
5,337,Walking
5,338,Walking
5,339,Walking
5,340,Walking
5,341,Walking
5,342,Walking
5,343,Walking
5,344,Walking
5,345,Walking
5,346,Walking
5,347,Walking
5,348,Walking
5,349,Walking
5,350,Walking
5,351,Walking
5,352,Walking
5,353,Walking
5,354,Walking
5,355,Walking
5,356,Walking
5,357,Walking
5,358,Walking
5,359,Walking
5,360,Walking
5,361,Walking
5,362,Walking
5,363,Walking
5,364,Walking
5,365,Walking
5,366,Walking
5,367,Walking
5,368,Walking
5,369,Walking
5,370,Walking
5,371,Walking
5,372,Walking
5,373,Walking
5,374,Walking
5,375,Walking
5,376,Walking
5,377,Walking
5,378,Walking
5,379,Walking
5,380,Walking
5,381,Walking
5,382,Walking
5,383,Walking
5,384,Walking
5,385,Walking
5,386,Walking
5,387,Walking
5,388,Walking
5,389,Walking
5,390,Walking
5,391,Walking
5,392,Walking
5,393,Walking
5,394,Walking
5,395,Walking
5,396,Walking
5,397,Walking
5,398,Walking
5,399,Walking
5,400,Walking
5,401,Walking
5,402,Walking
5,403,Walking
5,404,Walking
5,405,Walking
5,406,Walking
5,407,Walking
5,408,Walking
5,409,Walking
5,410,Walking
5,411,Walking
5,412,Walking
5,413,Walking
5,414,Walking
5,415,Walking
5,416,Walking
5,417,Walking
5,418,Walking
5,419,Walking
5,420,Walking
5,421,Walking
5,422,Walking
5,423,Walking
5,424,Walking
5,425,Walking
5,426,Walking
5,427,Walking
5,428,Walking
5,429,Walking
5,430,Walking
5,431,Walking
5,432,Walking
5,433,Walking
5,434,Walking
5,435,Walking
5,436,Walking
5,437,Walking
5,438,Walking
5,439,Walking
5,440,Walking
5,441,Walking
5,442,Walking
5,443,Walking
5,444,Walking
5,445,Walking
5,446,Walking
5,447,Walking
5,448,Walking
5,449,Walking
5,450,Walking
5,451,Walking
5,452,Walking
5,453,Walking
5,454,Walking
5,455,Walking
5,456,Walking
5,457,Walking
5,458,Walking
5,459,Walking
5,460,Walking
5,461,Walking
5,462,Walking
5,463,Walking
5,464,Walking
5,465,Walking
5,466,Walking
5,467,Walking
5,468,Walking
5,469,Walking
5,470,Walking
5,471,Walking
5,472,Walking
5,473,Walking
5,474,Walking
5,475,Walking
5,476,Walking
5,477,Walking
5,478,Walking
5,479,Walking
5,480,Walking
5,481,Walking
5,482,Walking
5,483,Walking
5,484,Walking
5,485,Walking
5,486,Walking
5,487,Walking
5,488,Walking
5,489,Walking
5,490,Walking
5,491,Walking
5,492,Walking
5,493,Walking
5,494,Walking
5,495,Walking
5,496,Walking
5,497,Walking
5,498,Walking
5,499,Walking
5,500,Walking
5,501,Walking
5,502,Walking
5,503,Walking
5,504,Walking
5,505,Walking
5,506,Walking
5,507,Walking
5,508,Walking
5,509,Walking
5,510,Walking
5,511,Walking
5,512,Walking
5,513,Walking
5,514,Walking
5,515,Walking
5,516,Walking
5,517,Walking
5,518,Walking
5,519,Walking
5,520,Walking
5,521,Walking
5,522,Walking
5,523,Walking
5,524,Walking
5,525,Walking
5,526,Walking
5,527,Walking
5,528,Walking
5,529,Walking
5,530,Walking
5,531,Walking
5,532,Walking
5,533,Walking
5,534,Walking
5,535,Walking
5,536,Walking
5,537,Walking
5,538,Walking
5,539,Walking
5,540,Walking
5,541,Walking
5,542,Walking
5,543,Walking
5,544,Walking
5,545,Walking
5,546,Walking
5,547,Walking
5,548,Walking
5,549,Walking
5,550,Walking
5,551,Walking
5,552,Walking
5,553,Walking
5,554,Walking
5,555,Walking
5,556,Walking
5,557,Walking
5,558,Walking
5,559,Walking
5,560,Walking
5,561,Walking
5,562,Walking
5,563,Walking
5,564,Walking
5,565,Walking
5,566,Walking
5,567,Walking
5,568,Walking
5,569,Walking
5,570,Walking
5,571,Walking
5,572,Walking
5,573,Walking
5,574,Walking
5,575,Walking
5,576,Walking
5,577,Walking
5,578,Walking
5,579,Walking
5,580,Walking
5,581,Walking
5,582,Walking
5,583,Walking
5,584,Walking
5,585,Walking
5,586,Walking
5,587,Walking
5,588,Walking
5,589,Walking
5,590,Walking
5,591,Walking
5,592,Walking
5,593,Walking
5,594,Walking
5,595,Walking
5,596,Walking
5,597,Walking
5,598,Walking
5,599,Walking
5,600,Walking
5,601,Walking
5,602,Walking
5,603,Walking
5,604,Walking
5,605,Walking
5,606,Walking
5,607,Walking
5,608,Walking
5,609,Walking
5,610,Walking
5,611,Walking
5,612,Walking
5,613,Walking
5,614,Walking
5,615,Walking
5,616,Walking
5,617,Walking
5,618,Walking
5,619,Walking
5,620,Walking
5,621,Walking
5,622,Walking
5,623,Walking
5,624,Walking
5,625,Walking
5,626,Walking
5,627,Walking
5,628,Walking
5,629,Walking
5,630,Walking
5,631,Walking
5,632,Walking
5,633,Walking
5,634,Walking
5,635,Walking
5,636,Walking
5,637,Walking
5,638,Walking
5,639,Walking
5,640,Walking
5,641,Walking
5,642,Walking
5,643,Walking
5,644,Walking
5,645,Walking
5,646,Walking
5,647,Walking
5,648,Walking
5,649,Walking
5,650,Walking
5,651,Walking
5,652,Walking
5,653,Walking
5,654,Walking
5,655,Walking
5,656,Walking
5,657,Walking
5,658,Walking
5,659,Walking
5,660,Walking
5,661,Walking
5,662,Walking
5,663,Walking
5,664,Walking
5,665,Walking
5,666,Walking
5,667,Walking
5,668,Walking
5,669,Walking
5,670,Walking
5,671,Walking
5,672,Walking
5,673,Walking
5,674,Walking
5,675,Walking
5,676,Walking
5,677,Walking
5,678,Walking
5,679,Walking
5,680,Walking
5,681,Walking
5,682,Walking
5,683,Walking
5,684,Walking
5,685,Walking
5,686,Walking
5,687,Walking
5,688,Walking
5,689,Walking
5,690,Walking
5,691,Walking
5,692,Walking
5,693,Walking
5,694,Walking
5,695,Walking
5,696,Walking
5,697,Walking
5,698,Walking
5,699,Walking
5,700,Walking
5,701,Walking
5,702,Walking
5,703,Walking
5,704,Walking
5,705,Walking
5,706,Walking
5,707,Walking
5,708,Walking
5,709,Walking
5,710,Walking
5,711,Walking
5,712,Walking
5,713,Walking
5,714,Walking
5,715,Walking
5,716,Walking
5,717,Walking
5,718,Walking
5,719,Walking
5,720,Walking
5,721,Walking
5,722,Walking
5,723,Walking
5,724,Walking
5,725,Walking
5,726,Walking
5,727,Walking
5,728,Walking
5,729,Walking
5,730,Walking
5,731,Walking
5,732,Walking
5,733,Walking
5,734,Walking
5,735,Walking
5,736,Walking
5,737,Walking
5,738,Walking
5,739,Walking
5,740,Walking
5,741,Walking
5,742,Walking
5,743,Walking
5,744,Walking
5,745,Walking
5,746,Walking
5,747,Walking
5,748,Walking
5,749,Walking
5,750,Walking
5,751,Walking
5,752,Walking
5,753,Walking
5,754,Walking
5,755,Walking
5,756,Walking
5,757,Walking
5,758,Walking
5,759,Walking
5,760,Walking
5,761,Walking
5,762,Walking
5,763,Walking
5,764,Walking
5,765,Walking
5,766,Walking
5,767,Walking
5,768,Walking
5,769,Walking
5,770,Walking
5,771,Walking
5,772,Walking
5,773,Walking
5,774,Walking
5,775,Walking
5,776,Walking
5,777,Walking
5,778,Walking
5,779,Walking
5,780,Walking
5,781,Walking
5,782,Walking
5,783,Walking
5,784,Walking
5,785,Walking
5,786,Walking
5,787,Walking
5,788,Walking
5,789,Walking
5,790,Walking
5,791,Walking
5,792,Walking
5,793,Walking
5,794,Walking
5,795,Walking
5,796,Walking
5,797,Walking
5,798,Walking
5,799,Walking
5,800,Walking
5,801,Walking
5,802,Walking
5,803,Walking
5,804,Walking
5,805,Walking
5,806,Walking
5,807,Walking
5,808,Walking
5,809,Walking
5,810,Walking
5,811,Walking
5,812,Walking
5,813,Walking
5,814,Walking
5,815,Walking
5,816,Walking
5,817,Walking
5,818,Walking
5,819,Walking
5,820,Walking
5,821,Walking
5,822,Walking
5,823,Walking
5,824,Walking
5,825,Walking
5,826,Walking
5,827,Walking
5,828,Walking
5,829,Walking
5,830,Walking
5,831,Walking
5,832,Walking
5,833,Walking
5,834,Walking
5,835,Walking
5,836,Walking
5,837,Walking
5,838,Walking
5,839,Walking
5,840,Walking
5,841,Walking
5,842,Walking
5,843,Walking
5,844,Walking
5,845,Walking
5,846,Walking
5,847,Walking
5,848,Walking
5,849,Walking
5,850,Walking
5,851,Walking
5,852,Walking
5,853,Walking
5,854,Walking
5,855,Walking
5,856,Walking
5,857,Walking
5,858,Walking
5,859,Walking
5,860,Walking
5,861,Walking
5,862,Walking
5,863,Walking
5,864,Walking
5,865,Walking
5,866,Walking
5,867,Walking
5,868,Walking
5,869,Walking
5,870,Walking
5,871,Walking
5,872,Walking
5,873,Walking
5,874,Walking
5,875,Walking
5,876,Walking
5,877,Walking
5,878,Walking
5,879,Walking
5,880,Walking
5,881,Walking
5,882,Walking
5,883,Walking
5,884,Walking
5,885,Walking
5,886,Walking
5,887,Walking
5,888,Walking
5,889,Walking
5,890,Walking
5,891,Walking
5,892,Walking
5,893,Walking
5,894,Walking
5,895,Walking
5,896,Walking
5,897,Walking
5,898,Walking
5,899,Walking
5,900,Walking
5,901,Walking
